# 示例数据：车队GPS轨迹（深圳-惠州干线，3辆车，15分钟采样）
timestamp,lat,lon,speed,load,vehicle_type,fuel_type,vehicle_id
2026-06-10 16:00:00,24.81347,117.43948,55,18.5,重型柴油车,diesel,粤B·D8261
2026-06-10 16:15:00,24.88621,117.56468,60,18.5,重型柴油车,diesel,粤B·D8261
2026-06-10 16:30:00,24.96549,117.69111,62,18.5,重型柴油车,diesel,粤B·D8261
2026-06-10 16:45:00,25.04881,117.79193,55,18.5,重型柴油车,diesel,粤B·D8261
2026-06-10 17:00:00,25.12525,117.91466,60,18.5,重型柴油车,diesel,粤B·D8261
2026-06-10 17:15:00,25.19229,118.01436,50,18.5,重型柴油车,diesel,粤B·D8261
2026-06-10 17:30:00,25.24642,118.10884,45,18.5,重型柴油车,diesel,粤B·D8261
2026-06-10 17:45:00,25.32313,118.23156,60,18.5,重型柴油车,diesel,粤B·D8261
2026-06-10 18:00:00,25.38435,118.32990,48,18.5,重型柴油车,diesel,粤B·D8261
2026-06-10 18:15:00,25.46158,118.45237,60,18.5,重型柴油车,diesel,粤B·D8261
2026-06-10 18:30:00,25.51740,118.52402,38,18.5,重型柴油车,diesel,粤B·D8261
2026-06-10 18:45:00,25.58584,118.62908,52,18.5,重型柴油车,diesel,粤B·D8261
2026-06-10 19:00:00,25.65322,118.72258,48,18.5,重型柴油车,diesel,粤B·D8261
2026-06-10 19:15:00,25.71247,118.81358,45,18.5,重型柴油车,diesel,粤B·D8261
2026-06-10 19:30:00,25.77258,118.91903,50,18.5,重型柴油车,diesel,粤B·D8261
2026-06-10 19:45:00,25.85444,119.04437,62,18.5,重型柴油车,diesel,粤B·D8261
2026-06-10 20:00:00,25.93344,119.17204,62,18.5,重型柴油车,diesel,粤B·D8261
2026-06-10 20:15:00,25.99642,119.25029,42,18.5,重型柴油车,diesel,粤B·D8261
2026-06-10 20:30:00,26.07381,119.37326,60,18.5,重型柴油车,diesel,粤B·D8261
2026-06-10 20:45:00,26.13844,119.45994,45,18.5,重型柴油车,diesel,粤B·D8261
2026-06-10 21:00:00,26.20208,119.56922,52,18.5,重型柴油车,diesel,粤B·D8261
2026-06-10 21:15:00,26.28431,119.68844,60,18.5,重型柴油车,diesel,粤B·D8261
2026-06-10 21:30:00,26.36177,119.81774,62,18.5,重型柴油车,diesel,粤B·D8261
2026-06-10 21:45:00,26.42932,119.91170,48,18.5,重型柴油车,diesel,粤B·D8261
2026-06-10 22:00:00,26.49562,120.01311,50,18.5,重型柴油车,diesel,粤B·D8261
2026-06-10 22:15:00,26.56164,120.11481,50,18.5,重型柴油车,diesel,粤B·D8261
2026-06-10 22:30:00,26.64026,120.22155,55,18.5,重型柴油车,diesel,粤B·D8261
2026-06-10 22:45:00,26.71475,120.31577,50,18.5,重型柴油车,diesel,粤B·D8261
2026-06-10 08:00:00,22.60316,114.35145,52,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 08:15:00,22.67754,114.45848,55,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 08:30:00,22.73051,114.54322,42,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 08:45:00,22.79028,114.64067,48,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 09:00:00,22.85215,114.71806,42,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 09:15:00,22.90813,114.78811,38,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 09:30:00,22.98345,114.90964,60,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 09:45:00,23.03053,114.98710,38,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 10:00:00,23.07815,115.06418,38,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 10:15:00,23.14553,115.16202,50,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 10:30:00,23.21286,115.26599,52,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 10:45:00,23.28490,115.36621,52,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 11:00:00,23.35972,115.47342,55,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 11:15:00,23.41134,115.54759,38,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 11:30:00,23.45030,115.62210,35,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 11:45:00,23.50968,115.70216,42,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 12:00:00,23.58950,115.82078,60,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 12:15:00,23.67281,115.94277,62,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 12:30:00,23.74332,116.05372,55,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 12:45:00,23.80302,116.15780,50,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 13:00:00,23.86182,116.24781,45,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 13:15:00,23.91957,116.35899,52,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 13:30:00,23.97901,116.44858,45,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 13:45:00,24.02216,116.52061,35,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 14:00:00,24.11073,116.63850,62,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 14:15:00,24.17020,116.74880,52,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 14:30:00,24.24209,116.87974,62,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 14:45:00,24.31586,117.00949,62,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 15:00:00,24.38111,117.11597,52,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 15:15:00,24.44930,117.24379,60,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 15:30:00,24.53526,117.35804,60,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 15:45:00,24.59522,117.46259,50,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 16:00:00,24.64605,117.53813,38,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 16:15:00,24.69602,117.62630,42,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 16:30:00,24.73998,117.70695,38,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 16:45:00,24.81090,117.83912,62,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 17:00:00,24.87693,117.95433,55,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 17:15:00,24.94756,118.05705,52,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 17:30:00,25.02740,118.18312,62,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 17:45:00,25.09393,118.28925,52,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 18:00:00,25.17167,118.41103,60,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 18:15:00,25.25416,118.52900,60,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 18:30:00,25.32249,118.65764,60,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 18:45:00,25.38260,118.75682,48,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 19:00:00,25.44737,118.86458,52,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 19:15:00,25.48784,118.93933,35,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 19:30:00,25.56182,119.04913,55,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 19:45:00,25.61874,119.13267,42,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 20:00:00,25.68929,119.24533,55,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 20:15:00,25.75146,119.34325,48,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 20:30:00,25.83416,119.46161,60,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 20:45:00,25.90332,119.56637,52,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 21:00:00,25.96247,119.67267,50,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 21:15:00,26.04654,119.79639,62,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 21:30:00,26.10168,119.89083,45,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 21:45:00,26.16837,120.02144,60,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 22:00:00,26.23417,120.12914,52,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 22:15:00,26.31387,120.25668,62,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 22:30:00,26.38888,120.38780,62,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 22:45:00,26.46056,120.50032,55,3.2,轻型货车,diesel,粤B·F1037
2026-06-10 08:00:00,23.10055,114.35700,55,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 08:15:00,23.17232,114.32191,35,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 08:30:00,23.24401,114.28663,35,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 08:45:00,23.35212,114.25307,50,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 09:00:00,23.46613,114.20089,55,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 09:15:00,23.57549,114.15581,52,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 09:30:00,23.70428,114.11200,60,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 09:45:00,23.79966,114.07512,45,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 10:00:00,23.87100,114.03882,35,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 10:15:00,23.96148,114.00925,42,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 10:30:00,24.04367,113.98371,38,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 10:45:00,24.16068,113.93990,55,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 11:00:00,24.26269,113.88811,50,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 11:15:00,24.39289,113.83349,62,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 11:30:00,24.46478,113.79833,35,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 11:45:00,24.53693,113.76382,35,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 12:00:00,24.65541,113.72488,55,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 12:15:00,24.73589,113.69331,38,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 12:30:00,24.85514,113.65727,55,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 12:45:00,24.95229,113.62614,45,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 13:00:00,25.06040,113.57703,52,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 13:15:00,25.16471,113.53074,50,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 13:30:00,25.25934,113.49116,45,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 13:45:00,25.35733,113.46332,45,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 14:00:00,25.48651,113.40534,62,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 14:15:00,25.59086,113.37484,48,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 14:30:00,25.68056,113.34212,42,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 14:45:00,25.78295,113.29060,50,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 15:00:00,25.90785,113.23396,60,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 15:15:00,26.02617,113.19399,55,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 15:30:00,26.15347,113.13075,62,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 15:45:00,26.23090,113.09050,38,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 16:00:00,26.34389,113.03448,55,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 16:15:00,26.44666,112.98360,50,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 16:30:00,26.55281,112.94227,50,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 16:45:00,26.65394,112.90013,48,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 17:00:00,26.78767,112.85612,62,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 17:15:00,26.90507,112.81259,55,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 17:30:00,27.01532,112.76895,52,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 17:45:00,27.09591,112.73708,38,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 18:00:00,27.22628,112.69813,60,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 18:15:00,27.36053,112.65592,62,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 18:30:00,27.46436,112.62276,48,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 18:45:00,27.57072,112.58171,50,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 19:00:00,27.69907,112.52034,62,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 19:15:00,27.82973,112.46545,62,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 19:30:00,27.93404,112.43414,48,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 19:45:00,28.03110,112.40182,45,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 20:00:00,28.13426,112.35117,50,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 20:15:00,28.20820,112.32064,35,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 20:30:00,28.28321,112.29362,35,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 20:45:00,28.35856,112.26788,35,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 21:00:00,28.48912,112.21234,62,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 21:15:00,28.56640,112.17088,38,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 21:30:00,28.66013,112.12748,45,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 21:45:00,28.77054,112.08367,52,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 22:00:00,28.90090,112.04404,60,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 22:15:00,29.00800,112.00499,50,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 22:30:00,29.13675,111.95896,60,9.8,冷链货车,diesel,粤L·Q5580
2026-06-10 22:45:00,29.23876,111.91860,48,9.8,冷链货车,diesel,粤L·Q5580
